Customer ID,Customer_Segment,Churn_Probability,Target_Churned
JM-15865,Mid-Market Mid-Tier,0.6933333333333334,1
JM-16195,Mid-Market Mid-Tier,0.22666666666666666,0
JO-15145,Mid-Market Mid-Tier,0.15333333333333332,0
JO-15280,Mid-Market Mid-Tier,0.7533333333333333,1
JO-15550,Slipping / Defecting,0.8733333333333333,1
JP-15460,Champions,0.04666666666666667,0
JP-15520,Champions,0.15333333333333332,0
JP-16135,Mid-Market Mid-Tier,0.82,1
JR-15670,Slipping / Defecting,0.92,1
JR-15700,Mid-Market Mid-Tier,0.2733333333333333,0
JR-16210,Mid-Market Mid-Tier,0.22,0
JS-15595,Mid-Market Mid-Tier,0.9066666666666666,1
JS-15685,Mid-Market Mid-Tier,0.25333333333333335,0
JS-15880,Slipping / Defecting,0.28,1
JS-15940,Slipping / Defecting,0.62,1
JS-16030,Champions,0.11333333333333333,0
JW-15220,Mid-Market Mid-Tier,0.22,0
JW-15955,Champions,0.09333333333333334,0
JW-16075,Slipping / Defecting,0.4533333333333333,1
KA-16525,Champions,0.17333333333333334,0
KB-16240,Champions,0.47333333333333333,0
KB-16315,Slipping / Defecting,0.16,1
KB-16405,Mid-Market Mid-Tier,0.8,1
KB-16585,Slipping / Defecting,0.6333333333333333,1
KB-16600,Champions,0.46,0
KC-16255,Slipping / Defecting,0.6,1
KC-16540,Mid-Market Mid-Tier,0.8133333333333334,1
KC-16675,Mid-Market Mid-Tier,0.1,0
KD-16270,Slipping / Defecting,0.31333333333333335,1
KD-16345,Mid-Market Mid-Tier,0.16666666666666666,0
KD-16495,Mid-Market Mid-Tier,0.7933333333333333,1
KD-16615,Slipping / Defecting,0.8266666666666667,1
KE-16420,Champions,0.05333333333333334,0
KF-16285,Mid-Market Mid-Tier,0.78,1
KH-16330,Mid-Market Mid-Tier,0.05333333333333334,0
KH-16360,Champions,0.42,0
KH-16510,Champions,0.14,0
KH-16630,Mid-Market Mid-Tier,0.5533333333333333,0
KH-16690,Champions,0.04666666666666667,0
KL-16555,Champions,0.08,0
KL-16645,Mid-Market Mid-Tier,0.22,0
KM-16225,Champions,0.14,0
KM-16375,Mid-Market Mid-Tier,0.16666666666666666,0
KM-16660,Mid-Market Mid-Tier,0.26,0
KM-16720,Champions,0.12666666666666668,0
KN-16390,Champions,0.28,0
KN-16450,Mid-Market Mid-Tier,0.8333333333333334,0
KN-16705,Mid-Market Mid-Tier,0.7333333333333333,1
KS-16300,Slipping / Defecting,0.38666666666666666,1
KT-16465,Slipping / Defecting,0.7466666666666667,1
KT-16480,Mid-Market Mid-Tier,0.52,1
KW-16435,Mid-Market Mid-Tier,0.8466666666666667,1
KW-16570,Slipping / Defecting,0.7866666666666666,1
LA-16780,Slipping / Defecting,0.7666666666666667,1
LB-16735,Mid-Market Mid-Tier,0.17333333333333334,0
LB-16795,Slipping / Defecting,0.06666666666666667,1
LC-16870,Champions,0.06,0
LC-16885,Champions,0.17333333333333334,0
LC-16930,Mid-Market Mid-Tier,0.05333333333333334,0
LC-16960,Slipping / Defecting,0.74,1
LC-17050,Mid-Market Mid-Tier,0.6466666666666666,0
LC-17140,Champions,0.09333333333333334,0
LD-16855,Slipping / Defecting,0.86,1
LD-17005,Slipping / Defecting,0.8466666666666667,1
LE-16810,Champions,0.5133333333333333,0
LF-17185,Champions,0.2,0
LH-16750,Slipping / Defecting,0.8466666666666667,1
LH-16900,Champions,0.04666666666666667,0
LH-17020,Slipping / Defecting,0.84,1
LH-17155,Slipping / Defecting,0.7533333333333333,1
LL-16840,Slipping / Defecting,0.88,1
LM-17065,Slipping / Defecting,0.5066666666666667,1
LO-17170,Mid-Market Mid-Tier,0.16666666666666666,0
LP-17080,Mid-Market Mid-Tier,0.38,0
LP-17095,Champions,0.2,0
LR-16915,Champions,0.12,0
LR-17035,Mid-Market Mid-Tier,0.86,1
LS-16945,Slipping / Defecting,0.8333333333333334,1
LS-16975,Champions,0.16,0
LS-17200,Mid-Market Mid-Tier,0.8866666666666667,1
LS-17230,Slipping / Defecting,0.9666666666666667,1
LS-17245,Champions,0.14,0
LT-16765,Mid-Market Mid-Tier,0.28,0
LT-17110,Champions,0.2733333333333333,0
LW-16825,Mid-Market Mid-Tier,0.6,0
LW-16990,Champions,0.12,0
LW-17125,Slipping / Defecting,0.9466666666666667,1
LW-17215,Champions,0.18666666666666668,0
MA-17560,Mid-Market Mid-Tier,0.5866666666666667,0
MA-17995,Slipping / Defecting,0.7866666666666666,1
MB-17305,Mid-Market Mid-Tier,0.02666666666666667,0
MB-18085,Mid-Market Mid-Tier,0.16666666666666666,0
MC-17275,Mid-Market Mid-Tier,0.22,0
MC-17425,Slipping / Defecting,0.8466666666666667,1
MC-17575,Champions,0.22,0
MC-17590,Mid-Market Mid-Tier,0.3466666666666667,0
MC-17605,Mid-Market Mid-Tier,0.7933333333333333,1
MC-17635,Slipping / Defecting,0.8533333333333334,1
MC-17845,Champions,0.36,0
MC-18100,Mid-Market Mid-Tier,0.06,0
MC-18130,Slipping / Defecting,0.76,1
MD-17350,Mid-Market Mid-Tier,0.13333333333333333,1
MD-17860,Mid-Market Mid-Tier,0.26,0
ME-17320,Mid-Market Mid-Tier,0.16666666666666666,0
ME-17725,Champions,0.13333333333333333,0
ME-18010,Mid-Market Mid-Tier,0.8866666666666667,1
MF-17665,Slipping / Defecting,0.62,1
MF-18250,Mid-Market Mid-Tier,0.13333333333333333,0
MG-17650,Champions,0.03333333333333333,0
MG-17680,Mid-Market Mid-Tier,0.6733333333333333,1
MG-17695,Slipping / Defecting,0.9066666666666666,1
MG-17875,Mid-Market Mid-Tier,0.5933333333333334,1
MG-17890,Mid-Market Mid-Tier,0.7466666666666667,1
MG-18145,Mid-Market Mid-Tier,0.14,0
MG-18205,Slipping / Defecting,0.7066666666666667,1
MH-17290,Mid-Market Mid-Tier,0.36666666666666664,1
MH-17440,Slipping / Defecting,0.7733333333333333,1
MH-17455,Mid-Market Mid-Tier,0.1,0
MH-17620,Slipping / Defecting,0.8733333333333333,1
MH-17785,Mid-Market Mid-Tier,0.76,1
MH-18025,Mid-Market Mid-Tier,0.37333333333333335,0
MH-18115,Champions,0.05333333333333334,0
MJ-17740,Champions,0.13333333333333333,0
MK-17905,Champions,0.06,0
MK-18160,Slipping / Defecting,0.4666666666666667,1
ML-17395,Mid-Market Mid-Tier,0.02666666666666667,0
ML-17410,Mid-Market Mid-Tier,0.46,0
ML-17755,Champions,0.06666666666666667,0
ML-18040,Mid-Market Mid-Tier,0.38666666666666666,0
ML-18265,Mid-Market Mid-Tier,0.7933333333333333,1
MM-17260,Slipping / Defecting,0.8,1
MM-17920,Champions,0.02666666666666667,0
MM-18055,Mid-Market Mid-Tier,0.03333333333333333,0
MM-18280,Mid-Market Mid-Tier,0.31333333333333335,0
MN-17935,Champions,0.23333333333333334,0
MO-17500,Mid-Market Mid-Tier,0.84,0
MO-17800,Mid-Market Mid-Tier,0.7466666666666667,1
MO-17950,Slipping / Defecting,0.8533333333333334,1
MP-17470,Slipping / Defecting,0.6733333333333333,1
MP-17965,Mid-Market Mid-Tier,0.13333333333333333,0
MP-18175,Champions,0.09333333333333334,0
MR-17545,Mid-Market Mid-Tier,0.7733333333333333,1
MS-17365,Slipping / Defecting,0.78,1
MS-17530,Slipping / Defecting,0.88,1
MS-17710,Slipping / Defecting,0.9466666666666667,1
MS-17770,Mid-Market Mid-Tier,0.7333333333333333,1
MS-17830,Slipping / Defecting,0.82,1
MS-17980,Champions,0.62,0
MT-17815,Mid-Market Mid-Tier,0.24,0
MT-18070,Slipping / Defecting,0.8866666666666667,1
MV-17485,Champions,0.14666666666666667,0
MV-18190,Champions,0.2733333333333333,0
MW-18220,Champions,0.2733333333333333,0
MW-18235,Mid-Market Mid-Tier,0.5733333333333334,0
MY-17380,Champions,0.30666666666666664,0
MY-18295,Mid-Market Mid-Tier,0.09333333333333334,0
MZ-17335,Mid-Market Mid-Tier,0.22,0
MZ-17515,Slipping / Defecting,0.8,1
NB-18580,Slipping / Defecting,0.88,1
NB-18655,Champions,0.04666666666666667,0
NC-18340,Slipping / Defecting,0.5666666666666667,1
NC-18415,Mid-Market Mid-Tier,0.7333333333333333,0
NC-18535,Champions,0.11333333333333333,0
NC-18625,Slipping / Defecting,0.82,1
ND-18370,Champions,0.18,0
ND-18460,Slipping / Defecting,0.8,1
NF-18385,Mid-Market Mid-Tier,0.11333333333333333,0
NF-18475,Slipping / Defecting,0.8933333333333333,1
NF-18595,Mid-Market Mid-Tier,0.12666666666666668,1
NG-18355,Mid-Market Mid-Tier,0.17333333333333334,0
NG-18430,Mid-Market Mid-Tier,0.13333333333333333,0
NH-18610,Slipping / Defecting,0.14,1
NK-18490,Mid-Market Mid-Tier,0.4533333333333333,0
NL-18310,Mid-Market Mid-Tier,0.1,0
NM-18445,Slipping / Defecting,0.8533333333333334,1
NM-18520,Slipping / Defecting,0.36666666666666664,1
NP-18325,Champions,0.12,0
NP-18670,Mid-Market Mid-Tier,0.18,0
NP-18685,Slipping / Defecting,0.54,1
NP-18700,Mid-Market Mid-Tier,0.7933333333333333,1
NR-18550,Slipping / Defecting,0.7866666666666666,1
NS-18505,Mid-Market Mid-Tier,0.22,0
NS-18640,Slipping / Defecting,0.18,1
NW-18400,Slipping / Defecting,0.6133333333333333,1
NZ-18565,Mid-Market Mid-Tier,0.006666666666666667,0
ON-18715,Slipping / Defecting,0.78,1
OT-18730,Mid-Market Mid-Tier,0.18,0
PA-19060,Mid-Market Mid-Tier,0.8,1
PB-18805,Mid-Market Mid-Tier,0.5933333333333334,0
PB-19105,Mid-Market Mid-Tier,0.14,0
PB-19150,Mid-Market Mid-Tier,0.16,1
PB-19210,Slipping / Defecting,0.35333333333333333,1
PC-18745,Mid-Market Mid-Tier,0.3333333333333333,0
PC-19000,Slipping / Defecting,0.8866666666666667,1
PF-19120,Slipping / Defecting,0.72,1
PF-19165,Slipping / Defecting,0.9,1
PF-19225,Mid-Market Mid-Tier,0.72,1
PG-18820,Champions,0.08,0
PG-18895,Mid-Market Mid-Tier,0.52,0
PH-18790,Mid-Market Mid-Tier,0.24666666666666667,0
PJ-18835,Mid-Market Mid-Tier,0.12666666666666668,0
PJ-19015,Mid-Market Mid-Tier,0.8266666666666667,1
PK-18910,Slipping / Defecting,0.7333333333333333,1
PK-19075,Champions,0.25333333333333335,0
PL-18925,Mid-Market Mid-Tier,0.21333333333333335,0
PM-18940,Slipping / Defecting,0.8666666666666667,1
PM-19135,Mid-Market Mid-Tier,0.09333333333333334,0
PN-18775,Champions,0.18,0
PO-18850,Champions,0.23333333333333334,0
PO-18865,Champions,0.06,0
PO-19180,Slipping / Defecting,0.7333333333333333,1
PO-19195,Mid-Market Mid-Tier,0.5066666666666667,0
PP-18955,Mid-Market Mid-Tier,0.8933333333333333,1
PR-18880,Mid-Market Mid-Tier,0.2,0
PS-18760,Mid-Market Mid-Tier,0.28,1
PS-18970,Mid-Market Mid-Tier,0.09333333333333334,0
PS-19045,Slipping / Defecting,0.8533333333333334,1
PT-19090,Mid-Market Mid-Tier,0.16,0
PV-18985,Mid-Market Mid-Tier,0.6866666666666666,0
PW-19030,Mid-Market Mid-Tier,0.4266666666666667,0
PW-19240,Slipping / Defecting,0.7666666666666667,1
QJ-19255,Champions,0.28,0
RA-19285,Champions,0.09333333333333334,0
RA-19885,Mid-Market Mid-Tier,0.16,0
RA-19915,Champions,0.15333333333333332,0
RA-19945,Mid-Market Mid-Tier,0.18,0
RB-19330,Mid-Market Mid-Tier,0.9066666666666666,0
RB-19360,Mid-Market Mid-Tier,0.84,1
RB-19435,Champions,0.013333333333333334,0
RB-19465,Champions,0.03333333333333333,0
RB-19570,Mid-Market Mid-Tier,0.43333333333333335,0
RB-19645,Slipping / Defecting,0.72,1
RB-19705,Mid-Market Mid-Tier,0.20666666666666667,0
RB-19795,Champions,0.1,0
RC-19825,Slipping / Defecting,0.94,1
RC-19960,Mid-Market Mid-Tier,0.8466666666666667,1
RD-19480,Mid-Market Mid-Tier,0.10666666666666667,0
RD-19585,Slipping / Defecting,0.7666666666666667,1
RD-19660,Mid-Market Mid-Tier,0.9333333333333333,1
RD-19720,Champions,0.06,0
RD-19810,Champions,0.18,0
RD-19900,Mid-Market Mid-Tier,0.2733333333333333,1
RD-19930,Mid-Market Mid-Tier,0.68,0
RE-19405,Slipping / Defecting,0.6933333333333334,1
RE-19450,Slipping / Defecting,0.7466666666666667,1
RF-19345,Slipping / Defecting,0.22,1
RF-19735,Mid-Market Mid-Tier,0.11333333333333333,0
RF-19840,Champions,0.05333333333333334,0
RH-19495,Mid-Market Mid-Tier,0.03333333333333333,0
RH-19510,Slipping / Defecting,0.8666666666666667,1
RH-19555,Slipping / Defecting,0.88,1
RH-19600,Slipping / Defecting,0.8,1
RK-19300,Mid-Market Mid-Tier,0.8066666666666666,1
RL-19615,Mid-Market Mid-Tier,0.3466666666666667,1
RM-19375,Slipping / Defecting,0.8333333333333334,1
RM-19675,Mid-Market Mid-Tier,0.7933333333333333,0
RM-19750,Slipping / Defecting,0.9333333333333333,1
RO-19780,Champions,0.05333333333333334,0
RP-19270,Slipping / Defecting,0.5533333333333333,1
RP-19390,Champions,0.05333333333333334,0
RP-19855,Champions,0.14,0
RR-19315,Mid-Market Mid-Tier,0.3333333333333333,0
RR-19525,Slipping / Defecting,0.2733333333333333,1
RS-19420,Mid-Market Mid-Tier,0.26,0
RS-19765,Champions,0.1,0
RS-19870,Mid-Market Mid-Tier,0.13333333333333333,0
RW-19540,Mid-Market Mid-Tier,0.16,1
RW-19630,Mid-Market Mid-Tier,0.2,0
RW-19690,Mid-Market Mid-Tier,0.28,0
SA-20830,Mid-Market Mid-Tier,0.04,0
SB-20170,Slipping / Defecting,0.8333333333333334,1
SB-20185,Slipping / Defecting,0.7066666666666667,1
SB-20290,Mid-Market Mid-Tier,0.17333333333333334,0
SC-20020,Slipping / Defecting,0.7066666666666667,1
SC-20050,Mid-Market Mid-Tier,0.10666666666666667,0
SC-20095,Slipping / Defecting,0.82,1
SC-20230,Mid-Market Mid-Tier,0.74,1
SC-20260,Slipping / Defecting,0.7266666666666667,1
SC-20305,Champions,0.18,0
SC-20380,Champions,0.04666666666666667,0
SC-20440,Champions,0.21333333333333335,0
SC-20575,Mid-Market Mid-Tier,0.5266666666666666,1
SC-20680,Mid-Market Mid-Tier,0.84,1
SC-20695,Mid-Market Mid-Tier,0.11333333333333333,0
SC-20725,Slipping / Defecting,0.7733333333333333,1
SC-20770,Mid-Market Mid-Tier,0.08666666666666667,0
SC-20800,Mid-Market Mid-Tier,0.22,0
SC-20845,Mid-Market Mid-Tier,0.8066666666666666,1
SD-20485,Slipping / Defecting,0.7866666666666666,1
SE-20110,Champions,0.22666666666666666,0
SF-20065,Mid-Market Mid-Tier,0.06666666666666667,0
SF-20200,Mid-Market Mid-Tier,0.08666666666666667,0
SF-20965,Mid-Market Mid-Tier,0.22,0
SG-20080,Mid-Market Mid-Tier,0.10666666666666667,0
SG-20470,Slipping / Defecting,0.26,1
SG-20605,Mid-Market Mid-Tier,0.82,1
SG-20890,Slipping / Defecting,0.7533333333333333,1
SH-19975,Champions,0.12666666666666668,0
SH-20395,Champions,0.13333333333333333,0
SH-20635,Slipping / Defecting,0.9,1
SJ-20125,Mid-Market Mid-Tier,0.68,1
SJ-20215,Champions,0.16666666666666666,0
SJ-20500,Slipping / Defecting,0.8466666666666667,1
SK-19990,Mid-Market Mid-Tier,0.24666666666666667,0
SL-20155,Mid-Market Mid-Tier,0.24,0
SM-20005,Slipping / Defecting,0.7066666666666667,1
SM-20320,Mid-Market Mid-Tier,0.18,0
SM-20905,Slipping / Defecting,0.9266666666666666,1
SM-20950,Champions,0.04,0
SN-20560,Mid-Market Mid-Tier,0.19333333333333333,1
SN-20710,Mid-Market Mid-Tier,0.13333333333333333,0
SO-20335,Champions,0.1,0
SP-20545,Slipping / Defecting,0.8866666666666667,1
SP-20620,Mid-Market Mid-Tier,0.006666666666666667,0
SP-20650,Slipping / Defecting,0.7133333333333334,1
SP-20860,Mid-Market Mid-Tier,0.07333333333333333,0
SP-20920,Mid-Market Mid-Tier,0.26666666666666666,0
SR-20425,Mid-Market Mid-Tier,0.47333333333333333,0
SR-20740,Slipping / Defecting,0.8266666666666667,1
SS-20140,Champions,0.24666666666666667,0
SS-20410,Mid-Market Mid-Tier,0.84,1
SS-20515,Slipping / Defecting,0.8466666666666667,1
SS-20590,Slipping / Defecting,0.7333333333333333,1
SS-20875,Mid-Market Mid-Tier,0.86,1
ST-20530,Mid-Market Mid-Tier,0.8133333333333334,1
SU-20665,Champions,0.08,0
SV-20365,Mid-Market Mid-Tier,0.8866666666666667,1
SV-20785,Slipping / Defecting,0.6533333333333333,1
SV-20815,Mid-Market Mid-Tier,0.21333333333333335,0
SV-20935,Champions,0.1,0
SW-20245,Mid-Market Mid-Tier,0.18666666666666668,0
SW-20275,Champions,0.30666666666666664,0
SW-20350,Slipping / Defecting,0.88,1
SW-20455,Slipping / Defecting,0.8666666666666667,1
SW-20755,Slipping / Defecting,0.8,1
SZ-20035,Champions,0.04,0
TA-21385,Mid-Market Mid-Tier,0.12666666666666668,0
TB-21055,Mid-Market Mid-Tier,0.29333333333333333,1
TB-21175,Mid-Market Mid-Tier,0.05333333333333334,0
TB-21190,Mid-Market Mid-Tier,0.22666666666666666,0
TB-21250,Slipping / Defecting,0.15333333333333332,1
TB-21280,Slipping / Defecting,0.8133333333333334,1
TB-21355,Mid-Market Mid-Tier,0.7733333333333333,1
TB-21400,Slipping / Defecting,0.7666666666666667,1
TB-21520,Mid-Market Mid-Tier,0.6266666666666667,1
TB-21595,Slipping / Defecting,0.94,1
TB-21625,Champions,0.08666666666666667,0
TC-20980,Slipping / Defecting,0.8,1
TC-21145,Mid-Market Mid-Tier,0.9333333333333333,1
TC-21295,Champions,0.08666666666666667,0
TC-21475,Slipping / Defecting,0.78,1
TC-21535,Champions,0.18666666666666668,0
TD-20995,Champions,0.04666666666666667,0
TG-21310,Slipping / Defecting,0.5533333333333333,1
TG-21640,Mid-Market Mid-Tier,0.7533333333333333,1
TH-21100,Slipping / Defecting,0.9266666666666666,1
TH-21115,Mid-Market Mid-Tier,0.2866666666666667,0
TH-21235,Mid-Market Mid-Tier,0.8466666666666667,1
TH-21550,Mid-Market Mid-Tier,0.1,0
TM-21010,Mid-Market Mid-Tier,0.7866666666666666,1
TM-21490,Mid-Market Mid-Tier,0.78,1
TN-21040,Mid-Market Mid-Tier,0.04666666666666667,0
TP-21130,Champions,0.013333333333333334,0
TP-21415,Mid-Market Mid-Tier,0.7733333333333333,1
TP-21565,Slipping / Defecting,0.84,1
TR-21325,Slipping / Defecting,0.7733333333333333,1
TS-21085,Slipping / Defecting,0.8333333333333334,1
TS-21160,Slipping / Defecting,0.8933333333333333,1
TS-21205,Slipping / Defecting,0.7333333333333333,1
TS-21340,Slipping / Defecting,0.8866666666666667,1
TS-21370,Champions,0.2,0
TS-21430,Slipping / Defecting,0.84,1
TS-21505,Champions,0.43333333333333335,0
TS-21610,Mid-Market Mid-Tier,0.06666666666666667,0
TS-21655,Slipping / Defecting,0.5333333333333333,1
TT-21070,Champions,0.5733333333333334,0
TT-21220,Slipping / Defecting,0.36666666666666664,1
TT-21265,Slipping / Defecting,0.9266666666666666,1
TT-21460,Champions,0.08666666666666667,0
TW-21025,Mid-Market Mid-Tier,0.18,0
TZ-21580,Mid-Market Mid-Tier,0.22666666666666666,0
VB-21745,Mid-Market Mid-Tier,0.18666666666666668,0
VD-21670,Slipping / Defecting,0.7666666666666667,1
VF-21715,Mid-Market Mid-Tier,0.5733333333333334,0
VG-21790,Slipping / Defecting,0.82,1
VG-21805,Slipping / Defecting,0.9466666666666667,1
VM-21685,Mid-Market Mid-Tier,0.20666666666666667,0
VM-21835,Mid-Market Mid-Tier,0.5666666666666667,1
VP-21730,Mid-Market Mid-Tier,0.26,0
VP-21760,Mid-Market Mid-Tier,0.15333333333333332,0
VS-21820,Slipping / Defecting,0.9,1
VT-21700,Slipping / Defecting,0.8866666666666667,1
VW-21775,Champions,0.04666666666666667,0
WB-21850,Champions,0.16,0
XP-21865,Mid-Market Mid-Tier,0.08,0
YC-21895,Mid-Market Mid-Tier,0.5666666666666667,0
YS-21880,Champions,0.15333333333333332,0
ZC-21910,Mid-Market Mid-Tier,0.41333333333333333,0
ZD-21925,Slipping / Defecting,0.26,1
as,Slipping / Defecting,0.7933333333333333,1
